id,viewCount,likeCount,commentCount,durationSeconds,durationMinutes,caption,concertType,artist,concertNumber,age,artistFollower,month,year,season
O70s9aV_9_Q,4090927,62936,2337,1134,18.9,false,N,Café Tacvba,1,2485,1430000,10,2018,autumn
lonTMlvxhQA,395188,10210,235,770,12.83,false,N,Calexico And Iron & Wine,1,2198,107600,8,2019,summer
BDUwGCHA2b0,219655,6097,246,801,13.35,false,N,Camané,1,3738,9460,5,2015,spring
F7wIRxQEetc,10417839,171030,5745,1166,19.43,false,H,Camila Cabello,1,1393,16900000,10,2021,autumn
FlZuFh0KUvc,10568492,92780,2274,929,15.48,true,H,Camilo,1,1246,16800000,3,2022,spring
qZkGpj2w0XE,227247,4436,474,806,13.43,false,N,Camp Cope,1,2536,2140,8,2018,summer
-l-E3kyNcag,490854,5388,285,812,13.53,false,N,Canadian Brass,1,4817,123000,5,2012,spring
ZoxKkGpRbtk,412985,16590,859,1023,17.05,false,H,Cande y Paulo,1,1556,30600,5,2021,spring
6I0Dk8cdfCA,254855,3127,153,977,16.28,false,N,Cantus,1,4553,12000,2,2013,winter
RZZHTVr-r-g,2459393,59545,2002,1011,16.85,false,N,Car Seat Headrest,1,3469,1e+05,2,2016,winter
ug25yQSEub0,16058911,99883,2327,873,14.55,true,H,Carin León,1,1054,4200000,9,2022,autumn
aKWV7b3j5P0,4714385,101386,3001,1404,23.4,true,N,Carla Morrison,1,1036,6410000,10,2022,autumn
RvVqaCs-K_8,6430011,50226,2027,1269,21.15,false,H,Carlos Vives,1,1759,6180000,10,2020,autumn
NGsgb8m0Yns,1184490,25252,1207,607,10.12,false,N,Carly Rae Jepsen,1,2076,4290000,12,2019,winter
1zdcG5rUY3o,430666,23280,924,1315,21.92,true,N,Carminho,1,197,47200,1,2025,winter
SA09W7orJCE,118487,3441,134,941,15.68,false,N,Carolina Eyck and Clarice Jensen,1,2394,181400,1,2019,winter
JmnZHQNN5cc,4103492,121720,4248,1088,18.13,false,N,Caroline Polachek,1,668,188000,10,2023,autumn
EnYBuPmwXuc,316017,4144,188,635,10.58,false,N,Caroline Rose,1,3637,9090,8,2015,summer
tWWxWpfkzR0,144560,1218,68,1093,18.22,false,N,Carrie Rodriguez,1,3360,2830,5,2016,spring
yskw0JMXQaM,334832,11242,621,997,16.62,false,N,Carrtoons,1,543,985000,2,2024,winter
vXWcUdV9AsY,120645,5557,178,392,6.53,false,H,"Carrtoons, Kaelin Ellis, Kiefer and The Kount",1,1502,74200,6,2021,summer
xbuDoIUMlCs,10137009,385550,15163,901,15.02,true,N,Carín León,1,84,4150000,5,2025,spring
KJKavRgH48k,99411,2080,174,1484,24.73,false,N,Cass McCombs,1,137,4820,3,2025,spring
BX2bCSoMOOc,622616,11130,761,567,9.45,false,N,Cat Power,1,2370,90400,2,2019,winter
PFEhLCP6jzs,383840,4625,238,825,13.75,false,N,Cate Le Bon,1,4189,11400,2,2014,winter
vvTXMeexv5Y,152080,4416,194,1003,16.72,false,H,Catherine Russell,1,1274,8220,2,2022,winter
VERVVrzLSuo,451388,9099,394,812,13.53,false,N,Cautious Clay,1,2475,46600,10,2018,autumn
BYbSJfd870Q,55665,491,30,832,13.87,false,N,Caveman,1,4868,328000,4,2012,spring
t4p20PsP3cw,904207,45759,3587,1521,25.35,false,N,CeCe Winans,1,56,2090000,6,2025,summer
nMlnt85iysY,180733,5420,253,1253,20.88,false,H,Cha Wa,1,1390,960,10,2021,autumn
29ZbS5ItylM,140932,1467,56,889,14.82,false,N,Chadwick Stokes,1,3769,3430,4,2015,spring
Gse1LKXuV2M,5099684,184856,15253,2057,34.28,false,N,Chaka Khan,1,423,515000,6,2024,summer
-kWbZvVU-e0,12091010,181480,4529,773,12.88,false,N,Chance The Rapper,1,2944,1680000,7,2017,summer
w4WiXKGCJhg,14877051,433806,12610,1382,23.03,false,N,Chappell Roan,1,505,2060000,3,2024,spring
sKqnfdBfaEw,121776,2021,103,1026,17.1,false,N,Charles Lloyd & Jason Moran,1,3328,7310,6,2016,summer
rPVQlQQgPLg,1237244,21489,1025,1012,16.87,false,N,Charley Crockett,1,896,254000,2,2023,winter
stvyyjwQH3w,124373,1793,123,656,10.93,false,N,Charlie Siem,1,5168,9820,6,2011,summer
J3jUEB7qmt8,5657459,129384,9250,1779,29.65,false,N,Charlie Wilson,1,795,855000,6,2023,summer
sc6WMuTSP1Q,200654,3026,290,909,15.15,false,N,Charly Bliss,1,2123,13000,10,2019,autumn
ykEnSrhinvs,117637,6529,55,1496,24.93,false,N,Cheick Hamala Diabate,1,4416,153,7,2013,summer
jiNvJKF-pks,611254,13041,610,902,15.03,false,N,Chelsea Wolfe,1,3465,73700,2,2016,winter
6Z1rdfucIUU,273679,11580,571,897,14.95,false,N,Chelsea Wolfe,2,282,73700,10,2024,autumn
fS9uUDslHso,106048,1619,53,710,11.83,false,N,Cheyenne Mize,1,4402,1100,7,2013,summer
gOwpqDhko3c,1126329,21633,719,745,12.42,false,N,Chicano Batman,1,3028,92700,4,2017,spring
hARU2pnprX4,82683,3002,164,863,14.38,false,H,Chicano Batman,2,1858,92900,7,2020,summer
15IHNYq6stw,2624514,62548,1934,1208,20.13,false,N,Chick Corea & Gary Burton,1,3343,178000,6,2016,summer
-vLoM-EqWq8,5356653,171182,7228,1081,18.02,false,N,Chika,1,1967,119000,3,2020,spring
KTNZR82fVHw,7303759,202539,9474,1178,19.63,false,H,Chloe x Halle,1,1704,1940000,12,2020,winter
oIeqO2tyhcY,1643699,74769,4253,1152,19.2,false,N,Chlöe,1,703,1030000,9,2023,autumn
ozlaWkrOiZE,2405742,97349,6409,626,10.43,false,N,Chocolate Droppa,1,129,186000,4,2025,spring
WRJXePSFApU,127482,2859,72,1166,19.43,false,N,Chris Bathgate,1,5043,581,10,2011,autumn
NGv366y_UjQ,985628,26268,964,1069,17.82,false,N,Chris Dave And The Drumhedz,1,1988,30100,2,2020,winter
ZHbkzeVym_0,81954,903,41,1064,17.73,false,N,Chris Forsyth & The Solar Motel Band,1,3311,360,7,2016,summer
YcHL0kUFPhw,15975136,120566,4053,898,14.97,false,N,Chris Stapleton,1,3616,2980000,9,2015,autumn
F_CKeb2gPQ8,1246932,11648,683,1419,23.65,false,N,Chris Thile and Michael Daves,1,5170,40000,6,2011,summer
xkWdU-WeGFw,256017,7318,228,1188,19.8,false,N,Christian McBride's New Jawn,1,709,37800,8,2023,summer
mVJjmyFfuts,5147410,92967,3125,2030,33.83,false,N,Christian Scott aTunde Adjuah,1,3580,10000,10,2015,autumn
b2Eylm6_9_w,125129,2093,62,905,15.08,false,N,Christine Salem,1,4253,1770,12,2013,winter
Sn9aOq9aJ3w,150485,1826,78,1160,19.33,false,N,Christopher Paul Stelling,1,3685,1200,7,2015,summer
UlAa0dc-E4w,1227321,28306,1091,1053,17.55,false,N,Chromeo,1,2478,181000,10,2018,autumn
tFdebIZJah8,9275214,93074,2983,876,14.6,false,N,Chronixx,1,2865,939000,10,2017,autumn
wlsmFJx5vH0,283080,9270,351,1241,20.68,true,N,Chucho Valdés,1,361,14900,8,2024,summer
9ZjeheDR3tA,548524,9287,517,1657,27.62,false,N,Chuck Brown,1,5414,24000,10,2010,autumn
haunJARHPm4,1946564,24282,944,829,13.82,false,N,Chvrches,1,4106,538000,5,2014,spring
YVzjKyzX8kA,70637,547,36,1116,18.6,false,N,Cian Nugent,1,4113,49,5,2014,spring
HcAxgErAkTw,4614462,148752,3891,899,14.98,false,N,Cigarettes After Sex,1,2788,3910000,12,2017,winter
auy9DFC2eOE,1535965,33709,1094,1077,17.95,false,N,Cimafunk,1,1981,58800,3,2020,spring
BgQw-xNsQe8,117470,2317,149,1324,22.07,false,N,Cinder Well,1,532,835,2,2024,winter
WEkXiSfnZpE,98140,1457,92,830,13.83,false,H,Circuit des Yeux,1,1383,2960,10,2021,autumn
FCjsmZlwSzA,106415,2076,109,1014,16.9,true,N,Claudia Acuña,1,844,616,4,2023,spring
meebIY77RI8,109435,2126,106,928,15.47,false,H,Clem Snide with Scott Avett,1,1903,11600000,5,2020,spring
f7gIBB7jKc0,2816528,197650,15974,1404,23.4,false,N,Clipse,1,28,307000,7,2025,summer
j82L3pLjb_0,30694689,349801,7253,1094,18.23,false,N,Coldplay,1,1971,27800000,3,2020,spring
AW_IeElzPDQ,367494,7684,347,1075,17.92,false,N,Come From Away,1,2151,1,9,2019,autumn
8NqSBqTQIq4,221273,7842,586,1141,19.02,false,H,Coming 2 America — Sounds of Zamunda,1,1612,26000,3,2021,spring
2AChGszRGwI,4564196,77108,3234,1300,21.67,false,N,Common At The White House,1,3223,480000,10,2016,autumn
SrYSpLGuKwo,344838,8044,320,957,15.95,false,H,Company,1,1362,925000,11,2021,autumn
NIfTCmwgIbY,986527,10429,740,1195,19.92,false,N,Conor Oberst,1,4064,22200,6,2014,summer
61q6JoGLTc0,189409,4765,426,1382,23.03,false,N,Conrad Tao And Caleb Teicher,1,644,1900,11,2023,autumn
xctyRJC3bZQ,383538,19570,974,991,16.52,false,H,Conway The Machine,1,1780,240000,9,2020,autumn
AndHtmw36GU,38545,819,40,1459,24.32,false,H,Copland House,1,1729,15000,11,2020,autumn
u5puSWxPNyA,595975,22210,690,1283,21.38,false,H,Cordae,1,1302,829000,1,2022,winter
fDEduWhjM9E,503375,25567,1335,1251,20.85,false,N,Cordae,2,142,828000,3,2025,spring
1ZhAz6-Cgdg,92232,4267,381,989,16.48,false,H,Coreyah,1,1865,1300,6,2020,summer
h--fvyPu5e4,2826018,46551,1560,1007,16.78,false,N,Corinne Bailey Rae,1,3238,347000,9,2016,autumn
1gxm_5cShUw,484839,11124,536,933,15.55,false,N,Cornelius,1,2692,58900,3,2018,spring
Ql02rtW62Os,483661,17983,539,628,10.47,false,H,Cory Henry,1,1691,268000,12,2020,winter
6m0lk3M3_Ts,2121428,49724,1707,1412,23.53,false,N,Cory Henry & The Funk Apostles,1,2492,270000,10,2018,autumn
Xv-FOSJIwrU,2399650,29272,982,824,13.73,false,N,Courtney Barnett,1,4134,56500,4,2014,spring
JQs5XagfheI,1686610,26416,1276,1206,20.1,false,N,Courtney Barnett and Kurt Vile,1,2793,56500,12,2017,winter
-pRkWrQgTWI,116899,1534,95,822,13.7,false,N,Courtney Marie Andrews,1,2311,7400,4,2019,spring
JGafVApCHpg,74716,4017,119,1043,17.38,false,H,Courtney Marie Andrews,2,1814,7410,8,2020,summer
1URQ0_9-Zyw,293113,3248,131,890,14.83,false,N,Cowboy Junkies,1,4848,48000,4,2012,spring
J8QBpfCSlLE,39980,431,17,805,13.42,false,N,Craig Finn,1,4924,3150,2,2012,winter
TX8QPtpLOfA,133121,1422,119,813,13.55,false,N,Cristina Pato,1,4336,1970,9,2013,autumn
oy-4I58Dru0,1201099,39940,1257,983,16.38,true,N,Cuco,1,833,1990000,4,2023,spring
izyBoVzC0Wk,541074,18903,1202,985,16.42,false,H,Curren$y,1,1206,293000,4,2022,spring
Wl9j4OP9DKc,71340,1355,71,834,13.9,false,H,Curse Of Lono,1,1121,1860,7,2022,summer
tUApO77uUUk,8593931,211358,8076,1793,29.88,false,N,Cypress Hill,1,750,1860000,7,2023,summer
NkmGue2WQyg,423527,11091,507,1092,18.2,false,N,Cécile McLorin Salvant,1,2502,10800,10,2018,autumn
XYZdxSJLg-M,295534,15862,684,1128,18.8,false,H,D Smoke,1,1897,655000,5,2020,spring
NwjN3UCBW14,3357034,51433,2063,1245,20.75,false,N,D.R.A.M.,1,3103,1250000,2,2017,winter
S_noXwzjavs,296539,9098,616,684,11.4,false,N,DAWN,1,2548,62600,8,2018,summer
VKvYRDhPt_0,615548,23073,2131,1040,17.33,false,N,DEVO,1,364,1,8,2024,summer
Pvn20PjBa3k,5654573,110859,4235,1468,24.47,false,N,DJ Premier & The Badder Band,1,2902,234000,8,2017,summer
ANPbOxaRIO0,1659685,65445,3111,990,16.5,false,N,DOMi & JD BECK,1,1094,215000,8,2022,summer
hsNKSbTNd5I,3531469,69899,3238,837,13.95,false,N,DakhaBrakha,1,3758,108000,4,2015,spring
cX8dyBKGGD4,518829,17630,1085,853,14.22,false,H,DakhaBrakha,2,1665,108000,1,2021,winter
id28fCyYgIU,19080838,165679,4838,914,15.23,false,N,Damian 'Jr. Gong' Marley,1,2153,2890000,9,2019,autumn
jLiZ0jCzpdA,524498,4825,297,818,13.63,false,N,Damien Jurado,1,5275,14300,2,2011,winter
xkBeytzAHy0,787092,12093,443,815,13.58,false,N,Dan Auerbach,1,2676,20100,4,2018,spring
heFRwLfjVXI,624662,10649,715,1454,24.23,false,N,Dan Deacon,1,3816,17100,2,2015,winter
SaadsrHBygc,130300,4488,150,1107,18.45,false,N,Dan Tepfer,1,2165,4770,9,2019,autumn
FowAzrMU0GU,102793,1121,55,1095,18.25,false,N,Dana Falconberry,1,4386,508,8,2013,summer
LKvFhPF0xYA,177044,1875,113,786,13.1,false,N,Daniel Bachman,1,4624,658,12,2012,winter
PBKa-AAy_vo,33091607,448856,10642,994,16.57,false,N,Daniel Caesar,1,2615,2310000,6,2018,summer
hjKXtAbYbSQ,94038,2475,121,1288,21.47,false,H,Daniel Hope,1,1240,11700,3,2022,spring
3OvWFurOBk8,1713963,47428,2544,753,12.55,false,N,Daniel Johnston,1,4806,33800,6,2012,summer
KUnUv_395vY,470585,8457,387,904,15.07,false,N,Daniel Lanois,1,3859,14700,1,2015,winter
nHVLEst0-5g,555367,7890,417,1278,21.3,false,N,Daniel Norgren,1,2037,43500,1,2020,winter
wC6iA_C_KC8,2429925,63316,2479,909,15.15,true,N,"Daniel, Me Estás Matando",1,322,434000,9,2024,autumn
W23gEiUwne0,571455,18024,805,940,15.67,false,N,Daniil Trifonov,1,2758,49700,1,2018,winter
FdBwOOwcwTU,305053,13772,680,1052,17.53,false,N,Danilo Brito,1,3003,85800,5,2017,spring
cfuEIHEZobc,858138,15094,467,1109,18.48,false,N,Danish String Quartet,1,3930,9690,11,2014,autumn
ZfbX3MAnJUM,3413147,52285,2003,1310,21.83,true,N,Danny Ocean,1,324,5550000,9,2024,autumn
AynDvSkZ8og,2524126,64947,1807,1299,21.65,true,N,DannyLux,1,681,714000,9,2023,autumn
MrW0w2Bq53U,39577,135,9,785,13.08,false,N,Dark Meat,1,5821,12,8,2009,summer
I8sHrD48zPU,198426,3086,139,861,14.35,false,N,Darlingside,1,2646,9500,5,2018,spring
s-OoG1aGYO0,13225819,150132,2787,821,13.68,false,N,Daughter,1,4308,1070000,10,2013,autumn
tMMowlS-i1s,184972,2461,127,821,13.68,false,N,Daughter Of Swords,1,1920,1070000,5,2020,spring
s_TgmrNNHXA,2529837,83287,2043,804,13.4,false,N,Dave,1,2093,2090000,11,2019,autumn
ie1vkOlK8xc,133775,1126,147,1013,16.88,false,N,Dave Dondero,1,5967,98,4,2009,spring
2_EW2O_1qAc,207438,892,103,1074,17.9,false,N,Dave Douglas Brass Ecstasy,1,5863,837,7,2009,summer
ieoiAeL-uow,6159239,63803,3961,1422,23.7,false,N,Dave Matthews,1,2597,518000,6,2018,summer
WR1BUVFToSE,387395,6627,383,1382,23.03,false,S,Dave Rawlings Machine and Gillian Welch,1,1930,13600,4,2020,spring
-ZZYXlJ8-k0,605228,10992,774,895,14.92,false,N,David Crosby & The Lighthouse Band,1,2186,30600,8,2019,summer
JeRXCjZQAHM,45372,816,49,814,13.57,false,N,David Greilsammer,1,2807,442,12,2017,winter
ANcC5sCCVEc,544107,5699,356,901,15.02,false,N,David Russell,1,5583,23200,4,2010,spring
IrJVebOJqIw,86657,509,54,793,13.22,false,N,David Wax Museum,1,5321,1970,1,2011,winter
nSS4FiOY8P0,1207416,26414,1696,742,12.37,false,H,Davido,1,1626,4630000,2,2021,winter
JPcqESmvTTY,70346,696,40,846,14.1,false,N,Davíd Garza,1,3916,366,11,2014,autumn
8jubZRUcPjA,149530,3433,180,1102,18.37,false,N,Dawg Yawp,1,2863,594,10,2017,autumn
tKTQAGYo5hE,291044,8225,276,1060,17.67,false,N,Daymé Arocena,1,3374,10900,5,2016,spring
aR5AU3azhyc,554334,18184,609,866,14.43,false,N,Death Becomes Her,1,81,7620,5,2025,spring
mi6uRT7PxTQ,6574634,58937,2053,1096,18.27,false,N,Death Cab For Cutie,1,3776,301000,4,2015,spring
q8WWNKhdy-w,196624,2951,153,947,15.78,false,N,Debashish Bhattacharya,1,4286,1310,11,2013,autumn
Ea43VkCiyFo,1614674,52343,1301,698,11.63,false,N,Declan McKenna,1,3132,429000,1,2017,winter
2FblAep81Cc,283899,12219,377,1096,18.27,false,H,Declan McKenna,2,1789,430000,9,2020,autumn
h_5bneT_Omc,36954,592,26,781,13.02,false,H,Dedicated Men Of Zion,1,1665,3270,1,2021,winter
nXdC5D2PqoU,193089,3702,172,887,14.78,false,N,Dee Dee Bridgewater,1,2678,7730,4,2018,spring
0pq_xv1PB28,288414,8697,443,1087,18.12,false,H,Deep Sea Diver,1,1536,13900000,5,2021,spring
4kPRyzb9Z44,478174,6507,308,1166,19.43,false,N,Del McCoury Band,1,2558,21700,8,2018,summer
57vvhrq2SNQ,292793,6498,623,879,14.65,false,N,Delicate Steve,1,3052,12200,3,2017,spring
Ehw07lXL1AY,1636577,65595,3501,729,12.15,false,H,Demi Lovato,1,1577,18100000,4,2021,spring
glHqWvkpRqo,2619073,114578,2888,1185,19.75,false,N,Denzel Curry,1,1136,1570000,6,2022,summer
GeZ_gq7DdsY,707057,11070,470,894,14.9,false,N,Deqn Sue,1,3595,2650,10,2015,autumn
55QnOlXckOk,241768,3599,152,889,14.82,false,N,Derek Gripper,1,3147,4430,12,2016,winter
JYGmDy7o2H0,5068947,59882,2247,810,13.5,false,N,Dermot Kennedy,1,2534,730000,8,2018,summer
GwN-WixHkAw,526325,6590,357,675,11.25,false,N,Dessa,1,4260,28500,12,2013,winter
4J5zTLnIqMY,435040,10533,470,949,15.82,true,H,Diamante Eléctrico,1,1421,50,9,2021,autumn
6Zf5dB6HFp4,56764,2410,177,960,16,false,H,Diana Gordon,1,1850,37000,7,2020,summer
SyETsd-rKP8,140985,2987,95,701,11.68,false,N,Diane Cluck,1,4161,709,3,2014,spring
nRnPD-KW-0M,383607,6277,361,1131,18.85,false,N,Diane Coffee,1,3567,380,11,2015,autumn
-Q9uIhuvUKc,3212046,51169,1519,738,12.3,false,N,Diego El Cigala,1,3749,325000,5,2015,spring
DjmHpDI89v8,62009,2329,26,897,14.95,false,N,Diego Garcia,1,5072,684,9,2011,autumn
B-oxSercnbQ,662611,12048,1129,594,9.9,false,N,Diet Cig,1,2919,4380,8,2017,summer
MxbGf_JyvVs,278211,6072,334,1213,20.22,false,H,Dinosaur Jr.,1,1466,79600,8,2021,summer
HXr3nrd33U0,1893026,33539,621,1346,22.43,false,N,Dirty Dozen Brass Band,1,3076,3200,3,2017,spring
cfhzD3QWipU,348850,6400,299,747,12.45,false,N,Dirty Projectors,1,2432,22600,12,2018,winter
DSgJ_6sOBB8,218617,8262,323,735,12.25,false,H,Dirty Projectors,2,1859,22600,7,2020,summer
z1Lh06y6Z1Q,543457,6187,426,1108,18.47,false,N,Dirty Three,1,4679,3200,10,2012,autumn
-91vymvIH0c,16726978,699305,23636,1421,23.68,false,N,Doechii,1,245,3070000,12,2024,winter
T8o7k1GCM0c,80161,3535,139,682,11.37,false,H,Don Bryant,1,1718,787,11,2020,autumn
oIbFjfH0erI,354072,6656,234,1588,26.47,false,N,Donny McCaslin,1,3125,5010,1,2017,winter
jzmvzcDWZjI,595101,4661,338,754,12.57,false,N,Dr. Dog,1,5967,46800,4,2009,spring
ewLgmWXQsqU,558680,5343,411,982,16.37,false,N,Drive-By Truckers,1,3202,32900,11,2016,autumn
Xdv9whWY-ZY,234546,5791,401,976,16.27,false,H,Dry Cleaning,1,1494,22000,7,2021,summer
F4neLJQC1_E,140906983,1038870,23904,958,15.97,false,H,Dua Lipa,1,1708,24300000,12,2020,winter
y38qQRg3UDI,13697128,241298,7365,1106,18.43,false,N,Dua Lipa,2,287,24300000,10,2024,autumn
8Lh1IWgUvpU,664592,13104,304,735,12.25,false,N,Dublin Guitar Quartet,1,3896,3040,12,2014,winter
klL7nY1HzaY,2567707,97576,10046,1347,22.45,false,N,Durand Bernarr,1,861,229000,3,2023,spring
_Q8N8a7-Qwk,210340,6182,297,1346,22.43,false,N,Durand Jones,1,266,3100,11,2024,autumn
59eBs8iiLU0,1547597,68871,7184,1612,26.87,false,N,E-40,1,67,1530000,6,2025,summer
C5EjS_ZEE_I,262254,2811,118,747,12.45,false,N,EL VY,1,3479,10600,1,2016,winter
4MsoqUv5gv4,14716829,160880,4352,1357,22.62,false,H,Ed Sheeran,1,1382,5.8e+07,10,2021,autumn
oUGukMLPQJs,160600,3659,200,911,15.18,false,N,Eddie Palmieri,1,3269,37500,8,2016,summer
0SNhAKyXtC8,488188,11818,605,928,15.47,false,N,Edmar Castaneda,1,5628,2670,3,2010,spring
XWIvfE01J0k,8767834,83384,4913,885,14.75,false,N,Edward Sharpe And The Magnetic Zeroes,1,5758,121000,11,2009,autumn
S77KlsGlbCI,31913,1331,39,1145,19.08,false,H,Edwin Perez,1,1657,22300,1,2021,winter
YX6vj6ni9ic,112661,2833,70,1076,17.93,false,N,Eef Barzelay of Clem Snide,1,5414,2870,10,2010,autumn
Gbjo5-lxzIs,113273,2317,70,837,13.95,false,N,Efterklang,1,4504,14400,4,2013,spring
M9UMzNFJxhY,2396340,89838,9376,950,15.83,false,H,El DeBarge,1,1281,52000,2,2022,winter
s9xYNeiSofM,2205048,61375,1623,1242,20.7,true,N,Eladio Carrión,1,306,5090000,10,2024,autumn
PxKHo8kiBG4,505188,14739,714,1100,18.33,false,N,Eliane Elias,1,973,32800,12,2022,winter
PDdudDaWdqY,225141,3384,244,1185,19.75,false,N,Eliot Fisk & Paco Peña,1,4071,9500,6,2014,summer
8XdGbFeuQHY,134594,2457,152,1043,17.38,false,N,Elisapie,1,1990,14700,2,2020,winter
OZHSCZRs1LI,24723,566,27,990,16.5,false,H,Elisapie,2,1657,14900,1,2021,winter
mV5U5gWJSU4,1159069,42609,2397,1227,20.45,false,N,Elmiene,1,270,83500,11,2024,autumn
fJNSgPqQ1yw,198620,3406,142,856,14.27,true,H,Eme Alfonso,1,1409,3060,9,2021,autumn
nJnEN7RlR0Q,44201,1106,63,626,10.43,false,H,Emel,1,1664,489000,1,2021,winter
MQjo5pxpC88,216008,7569,215,1419,23.65,false,N,Emerson String Quartet,1,641,1130,11,2023,autumn
3rHD1_kUC5E,49930,630,29,731,12.18,false,N,Endangered Blood,1,4831,40,5,2012,spring
KD3vTmbIZdU,882187,27956,837,1210,20.17,false,N,Endea Owens and The Cookout,1,1075,1,8,2022,summer
jd99SAKuun8,162014,4271,163,1322,22.03,false,N,Ensemble Signal Plays Jonny Greenwood,1,2272,357,5,2019,spring
fRAC14k_-_4,233149,6617,220,844,14.07,false,N,Erin Rae,1,2212,1910,7,2019,summer
CsbWsKvyQTU,803235,14565,506,965,16.08,false,N,Ernest Ranglin,1,4008,4490,8,2014,summer
4cfmEgpOOZk,21770125,395076,16168,908,15.13,false,N,Erykah Badu,1,2543,996000,8,2018,summer
Xmal7_hGOz0,188198,2647,129,613,10.22,false,N,Eskimeaux,1,3633,1,8,2015,summer
j-Oc7NQqEjI,87856,1316,113,761,12.68,false,N,Eskmo,1,3745,1,5,2015,spring
0MYcKEi8zZs,718192,10464,403,699,11.65,false,N,Esmé Patterson,1,3094,5250,2,2017,winter
sBZa7-2bG2I,2056576,34731,920,1021,17.02,false,N,Esperanza Spalding,1,5414,107000,10,2010,autumn
D3XZg82Z52A,101443,990,94,1050,17.5,false,N,Essential Voices USA,1,1134,67,7,2022,summer
EwnrkPo4eRQ,98498,830,60,1079,17.98,false,N,Exitmusic,1,4775,1170,7,2012,summer
eAzClkn3zYw,1387621,33808,808,971,16.18,false,N,Ezra Collective,1,1002,45300,11,2022,autumn
NNodeNnXWy0,1401130,61243,2237,959,15.98,false,H,FKA twigs,1,1155,851000,6,2022,summer
PwV1-wZzT1Y,3918689,80751,1997,1057,17.62,false,H,FKJ,1,1128,2560000,7,2022,summer
M4iukkBmDGg,85046,4185,169,986,16.43,false,H,Fabiano do Nascimento,1,1863,3970,7,2020,summer
1yJjALda0X4,468423,17334,884,942,15.7,true,N,Fabiola Méndez,1,312,3350,9,2024,autumn
2mHFjJszcpU,963280,17746,648,989,16.48,false,N,Fanfare Ciocarlia,1,4203,20600,2,2014,winter
9xEviApg1HY,108877,1589,55,875,14.58,false,N,Fanfarlo,1,5707,1,12,2009,winter
ymYjwsFz8iM,3143606,44707,1093,945,15.75,false,N,Fantastic Negrito,1,3805,76000,3,2015,spring
xNm2JuN2WLQ,959848,16085,923,925,15.42,true,N,Farruko,1,1029,20200000,10,2022,autumn
tJKwzmJSpN8,1137975,24140,1632,919,15.32,false,H,Fat Joe,1,1529,1590000,6,2021,summer
Z64OB3NiXFQ,92845,2753,99,1183,19.72,false,N,Father Figures,1,4484,182,4,2013,spring
zxfFYV4Lfek,683147,20762,773,1120,18.67,true,H,Fatoumata Diawara,1,1282,176000,2,2022,winter
1ul9aWg0AQo,2394126,100931,2969,1188,19.8,false,N,Faye Webster,1,189,208000,1,2025,winter
1lc8mAiOUPA,77920,3299,41,659,10.98,false,N,Federico Aubele,1,4127,3100,4,2014,spring
UJMhvIlADYc,7638703,88644,2352,937,15.62,true,H,Feid,1,1204,6940000,4,2022,spring
kIBTww3U30M,724616,18029,1011,1240,20.67,false,N,Feist,1,380,123000,7,2024,summer
NjwA9i_o3pU,618861,15485,732,655,10.92,false,H,Fireboy DML,1,1254,1940000,3,2022,spring
Jtx7q7_IUXc,485924,6215,248,694,11.57,false,N,First Aid Kit,1,4876,3e+05,4,2012,spring
gOMRNSmwa3U,349015,4671,328,631,10.52,false,N,Flaco Jimenez,1,4652,9130,11,2012,autumn
qV3QhRG3KwY,95150,921,75,636,10.6,false,N,Flasher,1,2559,1600,8,2018,summer
riz2_MQoF1Q,1221562,46895,2621,1068,17.8,false,H,Flatbush Zombies,1,1821,924000,8,2020,summer
Ko5yZHAiKTU,683394,16163,721,952,15.87,false,H,Fleet Foxes,1,1613,115000,3,2021,spring
HSzoKlaD9Gs,1193984,68957,3012,1002,16.7,false,N,Flo Milli,1,408,739000,6,2024,summer
pF2ga0O2dN4,175577,3448,237,991,16.52,false,H,Flock of Dimes,1,1459,3380,8,2021,summer
EkPrXL-H5Qc,6901091,106011,2513,842,14.03,false,N,Florence + the Machine,1,2482,2320000,10,2018,autumn
WbyyxIZ02Zs,1307539,35839,1191,632,10.53,false,N,Florist,1,3388,4780,4,2016,spring
2qW2139LKN0,1701515,29177,1764,894,14.9,false,H,Fogerty's Factory - John Fogerty + Family,1,1932,729000,4,2020,spring
mgMwGBtt4rE,1156309,25956,688,1083,18.05,false,H,Fontaines D.C.,1,1179,201000,5,2022,spring
kMnDHUKGMWs,4851393,51191,1822,638,10.63,false,N,Foster The People,1,5078,3410000,9,2011,autumn
nIO1tXMnt4E,401223,4482,421,870,14.5,false,N,Fountains Of Wayne,1,5055,123000,10,2011,autumn
Q7D61-XF3x4,360973,12432,516,1031,17.18,false,N,Fousheé,1,905,241000,2,2023,winter
Jo3XEdt1Yhs,328403,5667,357,740,12.33,false,N,Foxing,1,2241,8430,6,2019,summer
X_BzysUbsYw,200600,2471,303,755,12.58,false,N,Fragile Rock,1,2936,101,7,2017,summer
NPlZQ5L8yUY,65549,1178,119,751,12.52,false,N,Frances Cone,1,2884,1290,9,2017,autumn
kjXNLLlbnRc,269635,4795,212,910,15.17,false,N,Frances Quinlan,1,1906,1090,5,2020,spring
4-v1CKP4khE,140142,2079,124,874,14.57,false,N,Frank Fairfield,1,3721,1,6,2015,summer
